sensorid,epoch_utc,local_date_time,temperatur,relative_luftfeuchtigkeit
08:44,1688986800,20230710090000,21.9,84.1
08:44,1688990400,20230710100000,24.4,70.8
08:44,1688994000,20230710110000,26.3,61.9
08:44,1688997600,20230710120000,27.9,54.5
08:44,1689001200,20230710130000,29.1,48.6
08:44,1689004800,20230710140000,30.2,41.5
08:44,1689008400,20230710150000,30.8,40.7
08:44,1689012000,20230710160000,31.4,39.4
08:44,1689015600,20230710170000,31.2,37.7
08:44,1689019200,20230710180000,31.1,38.8
08:44,1689022800,20230710190000,30.6,42.1
08:44,1689026400,20230710200000,29.1,47.7
08:44,1689030000,20230710210000,26.3,61.2
08:44,1689033600,20230710220000,24.6,65.7
08:44,1689037200,20230710230000,23.7,69.0
08:44,1689040800,20230711000000,23.0,72.0
08:44,1689044400,20230711010000,21.6,77.3
08:44,1689048000,20230711020000,21.5,77.4
08:44,1689051600,20230711030000,20.6,79.7
08:44,1689055200,20230711040000,20.5,79.7
08:44,1689058800,20230711050000,20.0,80.9
08:44,1689062400,20230711060000,20.0,80.6
08:44,1689066000,20230711070000,21.2,77.2
08:44,1689069600,20230711080000,23.6,68.8
08:44,1689073200,20230711090000,25.6,61.4
08:44,1689076800,20230711100000,27.4,57.4
08:44,1689080400,20230711110000,29.8,49.4
08:44,1689084000,20230711120000,31.4,41.0
08:44,1689087600,20230711130000,32.9,36.8
08:44,1689091200,20230711140000,33.9,35.0
08:44,1689094800,20230711150000,34.8,33.4
08:44,1689098400,20230711160000,35.6,30.0
08:44,1689102000,20230711170000,35.5,29.3
08:44,1689105600,20230711180000,34.9,31.8
08:44,1689109200,20230711190000,34.6,32.4
08:44,1689112800,20230711200000,32.2,39.8
08:44,1689116400,20230711210000,28.4,55.8
08:44,1689120000,20230711220000,22.3,72.6
08:44,1689123600,20230711230000,21.3,80.6
08:44,1689127200,20230712000000,21.6,80.3
08:44,1689130800,20230712010000,20.2,85.9
08:44,1689134400,20230712020000,21.2,82.3
08:44,1689138000,20230712030000,20.4,84.6
08:44,1689141600,20230712040000,20.6,84.0
08:44,1689145200,20230712050000,20.5,82.8
08:44,1689148800,20230712060000,19.9,88.0
08:44,1689152400,20230712070000,20.3,87.0
08:44,1689156000,20230712080000,20.8,86.3
08:44,1689159600,20230712090000,22.6,78.6
08:44,1689163200,20230712100000,23.5,73.6
08:44,1689166800,20230712110000,23.7,72.8
08:44,1689170400,20230712120000,23.8,73.3
08:44,1689174000,20230712130000,24.0,72.4
08:44,1689177600,20230712140000,23.6,72.3
08:44,1689181200,20230712150000,20.2,87.0
08:44,1689184800,20230712160000,18.8,94.5
08:44,1689188400,20230712170000,20.2,92.9
08:44,1689192000,20230712180000,21.4,92.1
08:44,1689195600,20230712190000,20.6,92.4
08:44,1689199200,20230712200000,19.8,91.5
08:44,1689202800,20230712210000,18.6,90.2
08:44,1689206400,20230712220000,18.6,91.4
08:44,1689210000,20230712230000,18.9,90.8
08:44,1689213600,20230713000000,18.5,90.0
08:44,1689217200,20230713010000,17.7,89.6
08:44,1689220800,20230713020000,17.4,89.8
08:44,1689224400,20230713030000,17.3,90.4
08:44,1689228000,20230713040000,17.1,90.8
08:44,1689231600,20230713050000,17.0,91.5
08:44,1689235200,20230713060000,17.4,90.9
08:44,1689238800,20230713070000,17.9,89.8
08:44,1689242400,20230713080000,18.2,89.9
08:44,1689246000,20230713090000,18.9,89.1
08:44,1689249600,20230713100000,19.9,82.5
08:44,1689253200,20230713110000,20.9,76.5
08:44,1689256800,20230713120000,21.0,73.6
08:44,1689260400,20230713130000,22.1,68.6
08:44,1689264000,20230713140000,22.7,64.9
08:44,1689267600,20230713150000,23.0,60.5
08:44,1689271200,20230713160000,23.8,56.0
08:44,1689274800,20230713170000,24.2,45.5
08:44,1689278400,20230713180000,24.6,40.8
08:44,1689282000,20230713190000,24.3,38.3
08:44,1689285600,20230713200000,22.9,46.6
08:44,1689289200,20230713210000,20.1,63.5
08:44,1689292800,20230713220000,19.1,63.5
08:44,1689296400,20230713230000,18.7,63.9
08:44,1689300000,20230714000000,18.2,66.6
08:44,1689303600,20230714010000,17.7,69.8
08:44,1689307200,20230714020000,17.1,72.7
08:44,1689310800,20230714030000,17.2,72.5
08:44,1689314400,20230714040000,17.1,70.8
08:44,1689318000,20230714050000,16.1,73.8
08:44,1689321600,20230714060000,16.3,72.2
08:44,1689325200,20230714070000,16.1,75.6
08:44,1689328800,20230714080000,18.4,68.7
08:44,1689332400,20230714090000,19.7,69.3
08:44,1689336000,20230714100000,21.2,66.7
08:44,1689339600,20230714110000,22.5,63.7
08:44,1689343200,20230714120000,24.4,55.9
08:44,1689346800,20230714130000,25.5,49.1
08:44,1689350400,20230714140000,26.5,42.5
08:44,1689354000,20230714150000,27.4,40.9
08:44,1689357600,20230714160000,28.4,40.3
